Source,RSTAR_dr2,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR_NEG_dr2,RSTAR_POS_dr2,LSTAR_dr2,LSTAR_NEG_dr2,LSTAR_POS_dr2,PLX_WAVG,PLX_ERR_WAVG,Teff_bl,Teff_bl_err,Rstar_bl,Rstar_bl_err,ang_dia_bl,ang_dia_bl_err,plx_bl,plx_bl_err,Walkers,Iterations,Burn In,Best Plx,Parallax,Parallax_err,Teff,u-(Teff),u+(Teff),u%(Teff),Teff_delta_bl,Radius,u-(Radius),u+(Radius),u%(Radius),Radius_delta_bl,scale,u-(scale),u+(scale),apprad,u-(apprad),u+(apprad),angdia,u-(angdia),u+(angdia),u%(angdia),angdia_delta_bl,Good Fit Points,Bad Points,Fit Error,Fit Quality,WL_min,WL_max,VizSed_Error,Baseln,Tau_Teff,Tau_Radius,Stored,Model,Name,Rsn,Rsn_err-,Rsn_err+,%Rsn_err-,%Rsn_err+,Runtime
TIC121865123,0.99521524,289.07397442733,40.36603734083,2.1769,0.0099,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0170089823101619,3621.512595682325,3630.7805477010033,3630.7805477010033,0.0479954623915804,3561.229810356255,0.0637382337269082,3557.951305988067,0.0691830849382715,3557.951305988067,,,459.369,pc,Gaia DR2 2101318556367845888,289.0739640814676,40.3660238734763,2.1407347820094977,0.012766243167107,5429.5,5385.25,5457.5,0.9850294,0.9850294,0.7754755,0.76078737,0.76078737,2.163318658890988,0.0078232804182902,5876,104.99,1.06,0.28,0.0211,0.0056,2.14073,0.0127662,50,5000,1000,Simbad,2.1769,0.0098999999463558,5864,55,72,1.2,-0.2,0.92,0.019,0.0209,2.3,-13.2,4.01e-06,0.0299,0.0328,0.002,7.47,8.19,0.0186,0.00039,0.00043,2.3,-11.8,12,33,0.4100000000000002,0.2793001959882472,0.35,11.6,None,NASA,1.889,1.899,New,nextgen,TIC121865123,0.92,0.019,0.0209,0.0206521739130434,0.0227173913043478,0 days 00:08:51.249667
TIC121865605,1.8789402,289.0330237117499,40.08688915211,1.2755,0.01,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0286051308820088,3621.559293071489,3630.7805477010033,3630.7805477010033,0.0774104906138681,3561.229810356255,0.0965606342810522,3571.0834606320323,0.1015780451043646,3571.0834606320323,,,784.006,pc,Gaia DR2 2101241285613832192,289.0330531600654,40.08691821843654,1.258477629745312,0.0235031218137417,5825.3335,5326.357,5880.0,1.8441656,1.8441656,3.662721,3.5389109,3.5389109,1.2728907947882988,0.0092017335575439,6130,87.31,1.79,0.38,0.021,0.0045,1.25848,0.0235031,50,5000,1000,Simbad,1.2755,0.0099999997764825,6086,54,72,1.2,-0.7,1.81,0.0336,0.0384,2.1,1.1,5.33e-06,0.0285,0.032,0.00231,6.17,6.93,0.0215,0.00043,0.00049,2.3,2.4,17,26,0.11,0.052812630513219,0.363,11.6,None,NASA,3.358,3.449,New,nextgen,TIC121865605,1.81,0.0336,0.0384,0.0185635359116022,0.0212154696132596,0 days 00:14:04.665754
TIC121865656,1.4943192,288.98455805596,40.06452383838,1.9752,0.0092,3630.7805477010033,3630.7805477010033,0.0307609595011988,2910.717132447902,0.0642687649575177,3133.285734636226,3630.7805477010033,3630.7805477010033,0.0461580320032432,3621.559293071489,3630.7805477010033,3630.7805477010033,0.1210040939417321,3561.229810356255,0.15261597870739,3577.667696856915,0.162480011829746,3574.374059603301,2000000.0,km,506.278,pc,Gaia DR2 2101243789577188736,288.9845511724428,40.064485740790936,1.992297984778172,0.0236113566085762,5851.5,5814.5,6169.59,1.3442041,1.3442041,2.3585782,2.3097615,2.3097615,1.977453686329332,0.0085722575865446,6009,64.0,1.49,0.02,0.0276,0.0005,1.9923,0.0236114,50,5000,1000,Simbad,1.9752,0.0092000002041459,5950,53,93,1.6,-1.0,1.5,0.033,0.0264,1.8,0.7,8.78e-06,0.0318,0.0257,0.00296,5.37,4.34,0.0276,0.00062,0.0005,1.8,0.0,23,20,0.11,0.0530654397188897,0.363,11.6,None,NASA,2.663,2.424,New,nextgen,TIC121865656,1.5,0.033,0.0264,0.022,0.0176,0 days 00:10:08.527678
TIC121943724,1.8325063,289.08606120509,41.56295953201,2.0776,0.0113,3630.7805477010033,3630.7805477010033,0.03630780547701,2937.649640672565,0.0779830055725126,3162.2776428081283,3630.7805477010033,3630.7805477010033,0.0731513740885187,3621.565964287184,3630.7805477010033,3630.7805477010033,0.1824736266720645,3554.67581984433,0.2355048704689077,3561.229810356255,0.2504955694406984,3571.0834606320323,2370000.0,km,481.325,pc,Gaia DR2 2102224661326132864,289.0860606614211,41.56302243953696,2.0634741124722886,0.0233299886310684,5829.5,5778.0,5893.0,1.7932267,1.7932267,3.4939032,3.4246042,3.4246042,2.074915784623665,0.0101698684461734,5883,50.0,1.7,0.05,0.0326,0.001,2.06347,0.02333,50,5000,1000,Simbad,2.0776,0.0113000003620982,5834,87,90,1.5,-0.8,1.76,0.0568,0.0601,3.4,3.5,1.34e-05,0.0463,0.0489,0.00366,6.32,6.68,0.034,0.0011,0.0012,3.5,4.3,20,24,0.11,0.0624077719165941,0.363,11.6,None,NASA,1.779,1.783,New,ck04,TIC121943724,1.76,0.0568,0.0601,0.0322727272727272,0.0341477272727272,0 days 00:08:44.947839
TIC121943923,1.1436218,289.10417993997,41.69013880483,0.7899,0.0221,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0024681411629056,3621.525937953963,3630.7805477010033,3630.7805477010033,0.0076137736290423,3535.086136336924,0.0105876574295853,3505.903843271686,0.0117273505031673,3473.761518391602,,,1265.983,pc,Gaia DR2 2102249812654697472,289.10416433938326,41.69011381155356,0.7289468891542159,0.027412729636977,5367.0,5349.6665,5392.5,1.1328316,1.1328316,0.9776558,0.8864034,0.8864034,0.7658892871730868,0.0172050869517959,5749,153.0,0.86,0.23,0.0058,0.0016,0.728947,0.0274127,50,5000,1000,Simbad,0.7899,0.0220999997109174,5665,43,47,0.8,-1.5,0.931,0.019,0.0192,2.1,8.3,5.41e-07,0.049,0.0492,0.000736,33.3,33.4,0.00684,0.00024,0.00024,3.5,17.9,31,11,0.3700000000000002,0.2138606923934421,0.363,3.55,None,NASA,1.921,1.908,New,nextgen,TIC121943923,0.931,0.019,0.0192,0.0204081632653061,0.0206229860365198,0 days 00:10:09.833458
TIC121943952,0.6763758,289.22020641749,41.70646684408,1.395,0.0237,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0023444771549771,3621.4292083748446,3630.7805477010033,3630.7805477010033,0.0091790976025697,3548.133891118337,0.0154596615420627,3538.343565330621,0.0165805933143243,3515.604404800473,,,716.846,pc,Gaia DR2 2102249400337907456,289.22021473091263,41.70643846725767,1.3740503722338122,0.0310177173464124,5074.215,4864.81,5191.5,0.64615995,0.64615995,0.27324122,0.2583934,0.2583934,1.3872776719763913,0.01883197206817,4906,81.53,0.72,0.04,0.0092,0.0006,1.37405,0.0310177,50,5000,1000,Simbad,1.395,0.0237000007182359,4815,66,68,1.4,-1.9,0.758,0.0253,0.0272,3.6,5.3,1.12e-06,0.053,0.0561,0.00106,25.0,26.5,0.00983,0.00037,0.00039,4.0,6.8,26,17,0.13,0.0777944289754065,0.436,3.35,None,NASA,1.815,1.833,New,ck04,TIC121943952,0.758,0.0253,0.0272,0.033377308707124,0.0358839050131926,0 days 00:09:49.023455
TIC121944984,1.442776,289.36437914825,41.53322198044,1.603,0.0108,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0280769984157162,3621.555957468249,3630.7805477010033,3630.7805477010033,0.0722436859834831,3561.229810356255,0.0915376763935284,3567.7958848932244,0.0960284463278035,3571.0834606320323,,,623.83,pc,Gaia DR2 2102232083029221504,289.3644208582002,41.53325894958079,1.565883443162332,0.022362470381159,5925.0,5871.5,6101.21,1.3606414,1.3606414,2.3112445,2.25099,2.25099,1.5959801615008309,0.0097252214195299,5865,117.0,1.39,0.23,0.0202,0.0034,1.56588,0.0223625,50,5000,1000,Simbad,1.603,0.0108000002801418,5856,94,101,1.7,-0.2,1.4,0.052,0.0555,4.0,0.7,5.04e-06,0.0534,0.0569,0.00224,11.9,12.7,0.0209,0.00079,0.00084,4.0,3.5,20,23,0.11,0.0634293613652588,0.363,11.6,None,NASA,1.884,1.871,New,ck04,TIC121944984,1.4,0.052,0.0555,0.0371428571428571,0.0396428571428571,0 days 00:10:13.232741
TIC121988890,0.65571874,289.31544172525,39.15327182691,1.5416,0.0228,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0025625980787954,3621.495917911901,3630.7805477010033,3630.7805477010033,0.0105487256391091,3551.4033491464365,0.0181802494669182,3557.951305988067,0.0187068168028538,3531.831700100824,,,648.677,pc,Gaia DR2 2101000836165429504,289.31545758644194,39.15329106478796,1.549839174969681,0.0283444187510832,4983.2974,4667.27,5125.0,0.6199597,0.6199597,0.23888955,0.22813779,0.22813779,1.54483677726086,0.0177656908239637,4841,93.0,0.73,0.03,0.0105,0.0005,1.54984,0.0283444,50,5000,1000,Simbad,1.5416,0.0228000003844499,4788,48,47,1.0,-1.1,0.744,0.0159,0.0169,2.3,1.9,1.32e-06,0.0368,0.0383,0.00115,16.0,16.7,0.0107,0.00028,0.00029,2.7,1.9,27,17,0.11,0.0367845303161264,0.436,4.6,None,NASA,1.812,1.841,New,ck04,TIC121988890,0.744,0.0159,0.0169,0.0213709677419354,0.0227150537634408,0 days 00:09:57.392852
TIC122062591,1.9052998,289.4381132989799,39.2703544804,1.1119,0.0112,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0160572467634201,3621.559293071489,3630.7805477010033,3630.7805477010033,0.0500725825084633,3571.0834606320323,0.0665579591690245,3571.0834606320323,0.0724435960074987,3571.0834606320323,,,899.361,pc,Gaia DR2 2101002725951186560,289.4381201209919,39.2703593523404,1.1186260964561778,0.0161086767875343,5365.0,5327.6665,5469.3335,1.8333018,1.8333018,2.7095692,2.5981452,2.5981452,1.1140918859671236,0.0091957530588437,5473,27.0,1.75,0.00917,0.0181,0.00021,1.11863,0.0161087,50,5000,1000,Simbad,1.1119,0.0111999996006488,5378,64,68,1.3,-1.7,1.86,0.053,0.055,3.0,6.3,4.28e-06,0.0427,0.0442,0.00207,10.3,10.7,0.0192,0.00058,0.0006,3.1,6.1,25,19,0.15,0.0732238911349658,0.35,2.19,None,Initial SEDmc Results,1.864,1.856,New,ck04,TIC122062591,1.86,0.053,0.055,0.0284946236559139,0.0295698924731182,0 days 00:14:31.973011
TIC122062725,1.2680053,289.40671005804,39.33882490096,0.9201,0.0184,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0044768379519082,3621.5426150860144,3630.7805477010033,3630.7805477010033,0.0138038402210624,3531.831700100824,0.0175065300362461,3505.903843271686,0.0192309247214921,3499.451673165252,,,1086.838,pc,Gaia DR2 2101006883479557504,289.4066969321718,39.33881304658617,0.9027564608429242,0.0231891692853751,5325.0,5263.425,5347.0,1.2575924,1.2575924,1.1647032,1.0869529,1.0869529,0.9133992753106104,0.0144137576523623,5931,80.28,1.17,0.47,0.0098,0.004,0.902756,0.0231892,50,5000,1000,Simbad,0.9201,0.0184000004082918,5973,103,127,2.1,0.7,1.13,0.0289,0.0277,2.5,-3.4,1.08e-06,0.0459,0.0447,0.00104,22.1,21.5,0.00967,0.00031,0.00031,3.2,-1.3,12,29,0.16,0.0548094192837069,0.445,4.6,None,NASA,2.0,1.949,New,nextgen,TIC122062725,1.13,0.0289,0.0277,0.025575221238938,0.0245132743362831,0 days 00:08:02.236788
TIC122063843,0.8633391,289.41784262325,39.9450304402,2.68,0.0103,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0166478833457917,3621.5292735295534,3630.7805477010033,3630.7805477010033,0.052143461686649,3554.67581984433,0.0738584115841027,3574.374059603301,0.0797260112594037,3564.511335730064,,,373.134,pc,Gaia DR2 2101248088842146688,289.41791279629894,39.94507572829172,2.6589260185683035,0.0139369979629794,5236.9497,5072.21,5521.9575,0.77651906,0.77651906,0.5050928,0.49695286,0.49695286,2.6725557240395856,0.0082833721232222,5444,71.98,0.84,0.02,0.0208,0.0005,2.65893,0.013937,50,5000,1000,Simbad,2.68,0.0103000001981854,5512,95,95,1.7,1.2,0.813,0.0188,0.0199,2.4,-3.2,4.75e-06,0.0332,0.035,0.00218,7.62,8.03,0.0203,0.00048,0.0005,2.5,-2.4,14,31,0.12,0.056551709161958,0.436,4.5,None,NASA,1.796,1.814,New,nextgen,TIC122063843,0.813,0.0188,0.0199,0.0231242312423124,0.0244772447724477,0 days 00:08:18.619029
TIC122063936,0.76272285,289.37703099268,40.00115305612,1.0839,0.0268,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0016279858263991,3621.505924564939,3630.7805477010033,3630.7805477010033,0.0062402231315248,3525.3318070237515,0.0094102282737686,3512.36790967016,0.0100646839176797,3454.6177446013867,,,922.594,pc,Gaia DR2 2101249188353780480,289.3770051465874,40.001079114567226,1.0864558803182678,0.0327124244456928,4943.0,4891.937,5089.07,0.7195669,0.7195669,0.31288925,0.29048958,0.29048958,1.0849265009043862,0.0207310903277271,5216,81.36,0.8,0.05,0.0081,0.0006,1.08646,0.0327124,50,5000,1000,Simbad,1.0839,0.0267999991774559,5320,48,51,1.0,2.0,0.754,0.015,0.0157,2.1,-5.8,6.68e-07,0.0449,0.0457,0.000817,27.5,28.0,0.0076,0.00024,0.00025,3.3,-6.2,14,28,0.2400000000000001,0.1498254211046064,0.363,4.6,None,NASA,1.871,1.825,New,nextgen,TIC122063936,0.754,0.015,0.0157,0.019893899204244,0.0208222811671087,0 days 00:08:46.586505
